id,open_edges
46,92-94-96-102-104-106-120-122-124-132-138-140-142-152-158-160-164-186-188-192-194-218-222-228-248-252-256-260-264-271-286-308-312-334-338-340-342-346-356-362-364-372-378-384-386-390-392-396-400-408-416-428-438-440-452-466-471-474-480-484-492-498-500-510-516-520-544-550-552-572-580-588-594-606-608-620-646-704-750-768-774-852-878-888-894-904-916-922-924-936-958-961-974-1008-1026-1030-1056-1062-1072-1076-1120-1148-1156-1218-1226-1260-1266-1284-1298-1310-1356-1366-1394-1420-1428-1430-1442-1446-1450-1452-1476-1512-1514-1534-1538-1586-1600-1610-1612-1620-1626-1630-1650-1652-1662-1680-1684-1692-1694-1708-1712-1714-1718-1720-1722-1726-1732-1758-1762-1772-1784-1878-1884-1894-1922-1942-1952-1956-1962-1978-1980-1994-2002-2016-2028-2038-2054-2060-2082-2093-2094-2126-2130-2132-2154-2210-2212-2220-2252-2256-2268-2270-2278-2284-2288-2302-2316-2320-2344-2354-2356-2364-2370-2382-2384-2386-2398-2410-2426-2436-2462-2482-2504-2562-2574-2594-2610-2642-2648-2664-2672-2688-2974-3004-3008-3048-3064-3072-3128-3142-3150-3170-3202-3236-3330-3356-3388-3398-3426-3440-3442-3446-3480-3486-3488-3550-3562-3610-3612-3626-3628-3630-3644-3660-3696-3698-3710-3724-3726-3776-3788-3846-3866-3868-3948-3954-3988-3998-4014-4032-4038-4044-4072-4084-4104-4114-4122-4288-4314-4348-4356-4404-4444-4446-4506-4508-4644-4752-4792-4798-4800-4814-4828-4870-4878-4888-4904-4918-4924-4926-4938-4956-4960-5000-5036-5038-5042-5056-5078-5108-5110-5186-5210-5226-5242-5264-5266-5268-5304-5310-5342-5348-5382-5390-5400-5404-5450-5466-5504-5518-5548-5550-5554-5558-5594-5624-5628-5632-5682-5696-5706-5750-5772-5778-5810-5828-5852-6032-6090-6168-6180-6192-6214-6218-6246-6258-6266-6300-6352-6368-6370-6416-6518-6538-6564-6598-6604-6608-6680-6698-6832-6856-6864-6894-6896-6906-6914-6918-6954-6968-6978-6988-7020-7190-7192-7242-7258-7278-7292-7342-7348-7394-7430-7460-7510-7558-7578-7586-7592-7652-7770-7808-7818-7828-7954-7956-7962-8056-8118-8210-8212-8262-8446-8454-8462-8476-8494-8518-8524-8536-8586-8626-8644-8680-8876-8892-8936-8946-8958-8988-9046-9138-9168-9232-9238-9306-9368-9400-9408-9420-9430-9450-9484-9498-9546-9550-9572-9586-9694-9748-9758-9767-9868-9896-9938-9942-10088-10148-10270-10286-10322-10388-10404-10436-10544-10548-10552-10572-10578-10602-10684-10710-10730-10752-10772-10840-10882-10888-10900-10914-11010-11014-11034-11152-11166-11176-11226-11260-11326-11360-11384-11412-11416-11488-11490-11598-11768-11834-11904-11914-11916-11942-11974-11980-11984-12008-12094-12140-12178-12210-12224-12244-12260-12272-12288-12300-12334-12342-12352-12376-12382-12406-12416-12418-12440-12504-12518-12536-12552-12570-12646-12920-12924-12952-13076-13176-13226-13234-13270-13272-13306-13310-13374-13420-13450-13496-13524-13526-13550-13596-13604-13696-13720-13728-13828-13846-13854-13856-13906-13912-13928-13974-13980-14004-14010-14100-14202-14276-14288-14306-14312-14390-14396-14550-14556-14562-14592-14612-14620-14624-14632-14650-14718-14830-14872-15030-15186-15194-15224-15238-15264-15276-15344-15470-15534-15586-15604-15766-16010-16056-16068-16280-16296-16366-16446-16486-16506-16510-16634-16636-16640-16684-16834-16850-16870-16956-16958-17038-17064-17144-17160-17164-17224-17268-17276-17284-17454-17464-17566-17576-17650-17668-17866-18212-18612-18716-18856-18862-18874-18884-19086-19158-19174-19198-19304-19476-19632-19838-19864-19866-19886-19904-19908-19920-19960-20020-20072-20096-20142-20302-20370-20372-20392-20442-20614-20634-20720-20808-20824-20842-20906-20946-20952-20970-21004-21056-21116-21148-21184-21250-21252-21398-21416-21444-21498-21544-21570-21596-21598-21612-21614-21638-21704-21734-21738-21814-21860-21990-22082-22086-22180-22208-22216-22236-22318-22352-22388-22422-22440-22506-22598-22602-22642-22786-22820-22878-22970-23000-23016-23132-23178-23184-23272-23330-23336-23344-23354-23546-23804-23840-23870-23902-23912-24070-24124-24140-24170-24234-24276-24315-24318-24330-24370-24372-24404-24416-24446-24448-24456-24460-24578-24674-24726-24744-24748-24766-24836-24842-24904-24916-25260-25262-25276-25438-25532-25544-25710-25772-25778-25834-25850-25930-25956-26018-26048-26074-26122-26128-26148-26254-26314-26320-26488-26528-26536-26590-26728-26744-26802-26856-26860-26868-27046-27112-27364-27368-27422-27476-27484-27744-27766-27778-27832-27952-28022-28106-28188-28206-28272-28302-28314-28356-28410-28414-28536-28538-28598-28688-28714-28752-28770-28786-28970-29002-29012-29036-29064-29086-29146-29182-29244-29260-29290-29316-29434-29508-29518-29586-29656-29660-29740-29778-29802-29816-29848-29862-29872-29900-29980-30050-30066-30086-30162-30236-30246-30322-30354-30390-30408-30446-30498-30516-30628-30634-30644-30722-30728-30732-30766-30810-30860-31000-31014-31034-31090-31208-31370-31518-31550-31606-31610-31622-31636-31720-31840-31904-31948-31996-32228-32258-32454-32496-32614-32618-32622-32692-32776-32848-32850-32882-32956-32972-33042-33058-33082-33092-33096-33262-33386-33396-33596-33682-33718-33756-33828-33944-33964-34070-34382-34476-34534-34592-34596-34614-34662-34684-34736-34782-34798-34806-35000-35084-35176-35192-35262-35348-35446-35464-35660-35872-35980-35988-36062-36068-36100-36110-36134-36260-36262-36272-36298-36344-36408-36454-36552-36660-36710-36714-36792-36856-36864-36874-37112-37208-37346-37390-37574-37708-37720-37764-37884-37924-38064-38132-38168-38188-38204-38210-38236-38238-38286-38326-38388-38406-38672-38674-38810-38818-38942-38972-39060-39070-39144-39234-39286-39356-39460-39644-39814-39958-40014-40044-40130-40138-40448-40464-40534-40542-40552-40742-40754-40786-40896-40930-41140-41146-41148-41184-41336-41452-41530-41534-41554-41556-41558-41596-41622-41758-41874-41890-42192-42392-42462-42518-42622-42654-42708-42768-42992-43016-43062-43064-43150-43378-43430-43524-43604-43652-43688-43736-43826-43844-43870-43920-44192-44328-44498-44554-44558-44568-44676-44820-45038-45212-45318-45352-45426-45804-45814-45818-45904-45946-45986-46144-46150-46294-46318-46752-46768-46784-46864-46936-47028-47430-47588-47622-47644-47716-48250-48318-48598-49014-49120-49244-49252-49284-49300-49312-49330-49530-49832-50160-50180-50212-50238-50248-50318-50366-50420-50550-50622-50638-50772-50800-50978-50984-51044-51148-51154-51156-51186-51208-51320-51376-51506-51616-51776-51778-52034-52202-52286-52300-52584-52648-52848-52904-52924-53096-53104-53184-53280-53304-53364-53412-53446-53544-53596-53746-53770-53860-54244-54364-54482-54582-54760-54888-55030-55076-55116-55152-55174-55462-55610-55668-55728-55746-55818-55924-55998-56208-56212-56234-56352-56380-56696-56772-56884-57054-57122-57480-57506-57632-57642-57696-57786-57862-57892-57906-58044-58056-58146-58174-58258-58364-58584-58744-58758-58794-58912-58922-58924-58946-58988-59116-59198-59224-59332-59370-59510-59622-59824-59936-60090-60294-60330-60400-60430-60470-60476-60542-60632-60764-60792-60856-60958-61350-61382-61428-61662-61670-61716-61902-62134-62224-62390-62482-62594-62650-62752-62808-62952-63008-63040-63120-63140-63158-63162-63246-63292-63420-63572-63606-63742-63790-63816-64400-64468-64560-64562-64564-64620-64630-64750-64762-64770-64956-65030-65292-65298-65486-65568-65626-65770-65774-65852-66310-66364-66436-66530-66532-66548-66790-66856-66860-66862-66888-66896-66990-67108-67190-67280-67304-67360-67390-67408-67468-67482-67484-67660-68052-68124-68386-68406-68414-68514-68684-68758-68804-68824-68864-68952-69088-69234-69246-69274-69320-69454-69716-69730-69884-69924-69950-69970-70186-70212-70234-70440-70644-70732-71010-71012-71084-71488-71618-71694-71716-71736-71890-71920-71934-71944-71960-72124-72286-72536-72540-72548-72576-72786-73704-73730-73966-74028-74088-74090-74138-74150-74232-74328-74492-74546-74570-74576-74806-74810-74820-74896-75012-75050-75304-75550-75842-75906-75954-75996-76022-76058-76072-76136-76178-76240-76252-76264-76396-76822-76824-77002-77292-77392-77408-77506-77616-77640-77702-77774-77924-77964-78008-78056-78138-78234-78296-78328-78574-78592-78596-78618-78692-78722-78852-78892-78926-78940-79088-79120-79138-79208-79338-79426-79600-79764-79862-79876-79878-79904-79952-79954-80026-80032-80220-80290-80328-80372-80374-80470-80520-80592-80596-80598-80612-80698-80900-80964-81012-81052-81124-81140-81804-82176-82218-82286-82308-82316-82616-82798-83144-83414-83772-83960-83982-84120-84144-84304-84344-84380-84430-84490-84540-84640-84710-84794-84842-84904-85120-85202-85316-85370-85384-85436-85440-85446-85522-85526-85808-85936-86082-86166-86308-86378-86538-86774-86814-86818-86892-86920-87200-87216-87318-87364-87394-87586-87676-87748-87926-87936-88092-88516-88636-88710-88888-88908-89030-89046-89186-89764-89880-89968-89988-90336-90526-90568-90674-90720-90812-90994-91126-91134-91318-91446-91454-91616-91844-91892-91922-92240-92260-92490-92618-92720-92730-93034-93078-93290-93336-93372-93482-93510-93536-93558-93682-93734-93756-93770-93860-94044-94138-94364-94476-94506-94536-94576-94762-94788-94962-94990-95046-95058-95074-95208-95300-95408-95420-95556-95770-95802-95888-95896-95924-95930-95948-95996-96000-96020-96106-96164-96254-96288-96334-96444-96590-96692-96890-96952-97176-98062-98284-98318-98386-98494-98556-98634-98780-99076-99114-99126-99418-99432-99556-99674-99752-99814-99918-99990-100082-100124-100164-100246-100604-100792-100846-100912-100996-101164-101274-101296-101358-101370-101386-101400-101494-101668-101752-101782-101802-101858-101954-102278-102356-102398-102812-102830-102964-103096-103104-103282-103334-103346-103456-103624-103730-103804-103970-104194-104348-104456-104614-104678-104702-104776-105248-105598-105696-105726-105768-106286-106328-106380-106558-106608-106656-106906-106908-106978-106990-107150-107254-107386-107406-107860-107906-108054-108232-108252-108286-108306-108496-108556-108674-108756-109032-109064-109102-109116-109164-109194-109276-109300-109304-109318-109344-109402-109412-109494-109520-109732-110180-110340-110616-111080-111192-111304-111314-111482-111526-111988-111998-112096-112156-112186-112196-112536-112722-112766-112834-112850-112928-112944-113018-113292-113356-113526-113630-113716-113838-113858-114210-114240-114412-114462-114506-114638-114802-114858-114962-115446-115582-115764-116042-116044-116066-116094-116174-116248-116254-116282-116420-116494-116516-116680-116682-116956-117002-117918-118114-118462-118606-118938-118982-119042-119216-119264-119526-119592-121276-121460-121814-121988-122144-122214-122362-122388-122394-122418-122644-122716-122804-122864-122902-122942-122976-123002-123014-123018-123056-123094-123096-123108-123398-123456-123976-123982-124022-124042-124212-124216-124234-124514-124542-124544-124650-124696-125276-125462-125470-125500-125514-125638-125758-125800-125874-125888-125954-126278-126334-126352-126356-126420-126536-126696-126904-126942-127002-127068-127132-127354-127786-127798-127814-127826-127990-128732-128962-129042-129478-129504-129824-129878-129934-130108-130280-130300-130478-130728-130742-130836-131030-131174-131274-131642-131648-131698-132114-132144-132196-132380-132668-132890-132958-133106-133160-133176-133254-133346-133370-133596-133696-133734-134018-134032-134150-134234-134436-134444-134456-134540-134554-134612-134758-134784-134978-135232-135256-135426-135538-135840-136022-136252-136282-136666-136744-137226-137458-137518-137522-138016-138174-138286-138314-138316-138634-138650-138776-138842-138970-139052-139250-139630-139880-140026-141138-141160-141252-141360-141600-141742-141976-142262-142460-142618-142626-142792-142802-143000-143072-143080-143346-143356-143712-143890-144064-144090-144484-144668-144770-145152-145812-146156-146328-146556-146690-146786-146834-147606-147664-147686-147720-148106-148156-148176-148568-148810-148846-149042-149336-149484-149530-149624-149850-149984-150158-150170-150384-150576-150598-150814-150854-151158-151162-151282-151308-151488-151510-151584-151588-151748-151844-152068-152078-152584-153126-153346-153470-153480-153498-153616-153620-153716-153726-153736-153758-153938-154036-154122-154192-154198-154274-154850-154962-155484-155572-155790-155882-155908-156506-156826-156872-156948-157566-157652-157770-158038-158062-158904-158932-158986-159150-159372-159448-159480-159860-160084-160166-160330-160530-160658-160728-161082-161124-161200-161440-161578-161728-161920-162244-162294-162492
47,93
48,95-119
49,97
50,99-388-469-546-1036-1770-2076-4764-5842-6264-9242-9256-9274-9386-9802-10417-10419-10421-10423-10425-10427-10429-10766-11204-13142-13412-14916-15902-17532-17568-20782-21436-21520-26326-29632-32272-33914-34358-34625-35634-37508-37582-37636-37912-39638-39668-44644-45460-45474-45776-48672-50280-50906-51242-51244-56146-59008-62638-66240-70412-70910-71444-71446-71454-72392-73862-77904-88520-108960-121490-134888-137744-137966-139070-143228-143390-151626-155272
51,100-274-276-278-280-282-284-418-530-1014-1648-1976-2030-2078-2500-3044-3182-3320-6378-9000-9268-10520-10744-11704-12166-12684-13870-15132-15200-15208-15714-15780-16242-25068-25810-26302-31062-32788-32826-33862-34484-35714-36586-36694-37430-42954-51524-54612-70902-71492-71654-75956-84924-103718-111104-112564-114130-114748-116112-128858-132206-135022-135422-147546-148262-149198-149230-153092-154838
52,101-4417-6414-14455-21946
53,103
54,105-133-149
55,107
56,113
57,115
58,121
59,123
60,125
61,129-208-2524-2952-3300-4338-59898
62,131-153-155-156
63,137
64,139
65,141
66,143
67,145-150-157-162-170-178-182-185-190-198-200-202-230-234-242-262-272-288-294-296-370-404-414-421-442-454-456-462-464-506-508-512-578-586-592-610-824-942-1208-1244-1248-1254-1262-1274-1280-1294-1312-1314-1324-1350-1418-1508-1524-1660-1700-1730-1766-1974-2012-2048-2072-2216-2222-2312-2366-2438-2474-2568-2588-2592-2607-2666-2914-2934-2980-3038-3070-3226-3306-3468-3568-3574-3666-3680-3708-3772-3808-3870-3895-3978-3992-4046-4062-4096-4132-4138-4158-4242-4346-4372-4476-4636-4672-4684-4738-4880-4922-5064-5118-5158-5164-5236-5294-5334-5452-5510-5582-5780-6298-6872-7076-7108-7222-7236-7456-7662-8232-8312-8814-8896-9366-9762-10034-10266-10274-10390-10476-10518-10562-11202-11590-11660-11890-12264-12550-12622-13630-13694-13794-14028-14427-14604-14700-14860-14912-15226-15524-15614-16076-16438-16805-18402-18850-19636-19956-20798-21096-21922-22088-22136-22848-23094-23200-23496-24612-24734-25370-27522-29116-32120-37380-37944-39614-40756-44694-46892-48872-52282-52290-53804-63146-63642-67806-79016-79832-86146-87462-89219-90728-96988-112548-114216-117064-117404-121178-123080-123494-124624-127832-128396-131184-132722-134716-135172-136810-143610-144658-145448-153988-155672-156670-156958-160660
68,147
69,151
70,159
71,161-1832-4409-7642-12682-69810
72,163-221
73,165
74,167
75,171
76,173
77,175-756-4514-6012-7338-9293-19024
78,177-213-237-239-241-243-245-297-299-301-303-311-315-316-321-323-327-349-350-353-357-359-476-2595-2597-2598-2600-2602-2604
79,179
80,181-10557-10962-10964-64064
81,183-2540-4682
82,187
83,189
84,191-662-1546-5428-14376-14378-14554-15015-15018-15020-15024-18680-24538-31308-38658-61514-62562-62982-63656-68554-69430-69606-72550-73803-74024-74547-74553-74554-74556-75838-76576-76762-78035-78042-78044-78046-78048-78050-78052-78055-78064-78070-79040-79042-79528-82710-88628-104474-106028-111394-134280-137076-137460-144124
85,193-324-460
86,195
87,197
88,199-867-3736-6004-7370-8592-8755
89,201
90,203
91,205
92,206-275-277-279-281-283-285
93,207
94,209-211-337-377
95,215-223
96,219
97,225-227
98,229
99,231
100,233
101,235-255-3563
102,247
103,249-317-351-423-437-614-1176-1454-1496-1658-1738-1948-1972-2090-2192-2334-2578-2678-2684-2910-2940-2988-3024-3782-3972-4116-4392-4676-5032-5062-5120-5562-6364-7044-7092-7494-7516-8390-8412-8618-8696-9148-9688-9922-9956-9990-10382-10926-11540-11790-11826-13200-15368-17096-18964-21356-21486-23136-28774-29800
104,253
105,257
106,259
107,261
108,263-265
109,267-399-401-403-405
110,269-443-576-2190-6748-6796-6868-6928-7112-7130-7134-7185-7280-7358-7422-7588-7609-7970-9676-9717-17078-18302-19518-30320-48098-48100-48132-49068-49172-58254-64552-64950-67664-67748-67796-68114-68244-70442-88502-88510-88538-88556-88644-88648-88666-93302-93306-93330-93358-93984-108240-108476-108480-108546-108658-108688-110414-110420-110436-110532-115832-115896-122624-130060-137122-137152-137204-137253-138692-138734-140356-140962-140978-145462-151452-151560-154158-154338-156856-160114
111,273
112,287-289-291
113,293-9510-9803-9932-9934-10432-10542-10692-11178-11332-11476-11964-12262-12510-12668-12670-12744-12806-13146-13166-13632-14166-14256-14358-15328-15414-16212-16270-16450-16710-17242-17916-18058-18192-18330-20160-20228-20778-21188-21204-21282-21352-21602-21876-21906-22804-22812-23142-23596-23600-24474-24664-24716-24808-24826-24832-25024-25246-25696-25856-26002-26056-26124-26264-26524-26674-28030-28116-28120-28252-28308-28514-28900-28936-29792-30034-30910-31786-31806-31808-31810-31812-31814-32690-33888-35222-35470-36024-36624-36630-36934-37526-38522-38664-38914-38928-38946-39694-39762-39772-40134-40148-40164-40246-40550-40626-40628-40762-40766-40856-41078-41920-41928-42362-42486-42544-42686-42784-44438-44734-44784-45006-45020-45770-46160-46304-46308-46310-46362-46534-46722-46764-46770-46908-47686-47888-47928-48214-48632-48890-49594-49654-50498-50616-50624-50848-50858-51182-51190-51532-51722-51750-51774-52130-52198-52370-53332-54146-54576-54666-54804-56010-56052-56134-56734-56920-56936-57028-57160-57288-57388-57440-58906-59084-59124-59338-59468-59548-59700-59896-59902-60168-60262-60268-60336-60342-60512-60732-60758-60760-60804-60872-60936-61732-62108-62126-62188-62810-62832-63144-63270-63274-63504-63622-63628-64042-64344-64556-64706-64980-65480-66322-66328-66332-66518-66526-67006-67012-67348-67860-68030-68234-68236-68440-68658-69192-69338-70074-70626-70742-71616-71838-71918-71942-71974-71980-72284-72304-72664-72674-72894-73506-73514-73720-74430-74450-74460-74702-74848-74870-74994-74998-75040-75388-75746-76080-76174-76350-76818-76828-77056-77112-77210-77214-78488-78492-78628-78636-78772-78786-78840-78842-78986-78996-79114-79568-79578-79848-79924-79944-80234-80238-80258-80354-80508-80986-81116-81134-81812-83550-83566-83708-83728-84752-84762-84768-85380-85620-86778-87184-87198-87362-87402-87844-87938-88022-88250-88390-89608-89678-89726-89802-90194-90222-90224-91102-91614-91622-91634-91692-92878-93158-93172-93202-93942-93950-93956-94042-94540-95166-95392-95406-95410-95416-95510-96154-96560-96682-96700-96912-98140-98892-98896-99020-99570-99874-99890-99898-100002-100004-100538-100974-100976-100992-101000-101298-101304-101456-101728-101736-101842-101856-101904-101956-101970-102950-102958-103136-103148-103470-103572-103580-103590-103636-103742-103752-104986-105002-105212-105314-105586-105642-106116-106132-106144-106160-106256-106270-106658-106672-107010-107016-107586-107648-107658-107690-107728-108222-108256-108314-108394-108400-108702-108938-109166-109912-109932-110226-110642-112116-112646-112652-112926-114516-115144-115164-115466-115736-116424-116918-116924-117572-117578-118082-118524-118592-118614-118618-118622-118732-119114-119124-119598-119600-119660-120508-120516-121306-121346-121388-121534-121552-121562-121720-121846-122564-122570-122600-122844-122856-122926-123362-124052-124868-124880-125030-127606-127612-128266-128372-128502-128522-128770-128780-130176-130180-130186-130192-132190-132210-132400-132412-132712-132730-132746-132778-132920-132928-133096-133118-133418-133442-133632-133640-134760-134768-134860-134880-134896-134898-135018-135210-135366-135376-135800-135808-136160-136800-136802-136934-136972-137700-137864-137878-137882-138328-138340-138346-138366-138724-139100-139134-139260-139384-139386-139774-139854-139904-139972-140108-140126-140348-140360-140496-140502-140504-140524-140534-140542-140574-140696-140956-140996-141036-141048-141410-141444-142340-142356-142794-142812-142962-143226-143280-143294-143490-143558-143612-143614-143792-143798-143974-144000-144094-144116-144140-144152-144246-144262-144432-144748-144888-144896-145034-145054-145132-145146-145378-145390-145608-145616-146234-146318-146578-146626-146810-146816-147006-147156-147580-148260-148290-148698-148906-148922-149070-149278-149296-149572-149622-149756-149772-149986-150140-150376-150432-150968-150982-151076-151084-151150-151164-151814-151850-151852-151860-151980-152154-152736-152750-153326-153338-153392-153456-153500-153502-156176-156204-156220-156246-156950-156998-157452-157462-157822-157828-158972-159032-159100-159276-159280-159314-160534-160616-160642-160734-160752-160824-160836-160924-160944-161108-161114-161262-161308-161624-161636-162190-162278
